Stage Name Stage Name,Full Name Full Name,Date of Birth Date of Birth,Group Group,Country Country,Height,Weight,Birthplace Birthplace,Gender
Yongha,Yoo Yongha,1/11/1999,WEi,South Korea,177,64,,M
Louis,Kim Taewoo,4/23/1999,BLANK2Y,South Korea,172,62,,M
Seunghwan,Lee Seunghwan,5/20/2000,1the9,South Korea,178,64,,M
Yechan,Shin Yechan,5/14/2001,OMEGA X,South Korea,183,64,Seoul,M
Junseo,Kim Junseo,11/20/2001,WEi,South Korea,177,64,Ulsan,M
DY,Jeon Doyum,2/21/2002,JUST B,South Korea,175,55,Daejeon,M
Jinsung,Jung Jinsung,3/30/2002,1the9,South Korea,176,58,Seoul,M
Taekhyeon,Jung Taekhyeon,7/28/2003,1the9,South Korea,178,66,Gunpo,M
Won,Park Sungwon,12/18/2003,Ciipher,South Korea,177,58,Seoul,M
Youi,Kim Jihyeo,4/24/2000,Dreamnote,South Korea,163,45,,F
Boni,Choi Euijeong,10/30/1999,Dreamnote,South Korea,160,45,,F
Lara,Moon Shinae,8/9/2000,Dreamnote,South Korea,161,44,,F
Miso,Jeon Jimin,10/25/2000,Dreamnote,South Korea,160,43,,F
Sumin,Park Sumin,9/9/2001,Dreamnote,South Korea,166,46,,F
Eunjo,Park Eunjo,3/7/2002,Dreamnote,South Korea,164,46,,F
Habin,Yoo Habin,3/10/2002,,South Korea,165,48,,F
Hanbyeol,Ahn Hanbyeol,10/13/2003,,South Korea,166,44,,F
Gaeul,Park Gaeul,5/8/1999,Favorite,South Korea,164,48,Seoul,F
Saebom,Kim Seyoung,1/13/1995,Favorite,South Korea,0,0,Gwacheon,F
Seoyeon,Kim Minju,11/26/1995,Favorite,South Korea,0,0,Gwacheon,F
Sugyeong,Jo Sugyeong,1/12/2000,Favorite,South Korea,0,0,Haenam,F
Jeonghee,Go Jeonghee,3/11/2000,Favorite,South Korea,0,0,Incheon,F
Ahra,Go Ahra,2/21/2001,Favorite,South Korea,0,0,Yeosu,F
Dohee,Yoon Dohee,9/24/1999,,South Korea,0,0,,F
E:U,Park Jiwon,5/19/1998,Everglow,South Korea,0,0,,F
Sihyeon,Kim Sihyeon,8/5/1999,Everglow,South Korea,168,51,,F
Mia,Han Eunji,1/13/2000,Everglow,South Korea,0,0,,F
Onda,Jo Selim,5/18/2000,Everglow,South Korea,0,0,,F
Aisha,Heo Yoorim,7/21/2000,Everglow,South Korea,0,0,,F
Yiren,Wang Yiren,12/29/2000,Everglow,China,0,0,,F
Rubin,Lee Haejoon,8/16/1995,1TEAM,South Korea,0,0,,M
BC,Jin Sungho,7/18/1994,1TEAM,South Korea,0,0,,M
XEN,Lee Jinwoo,2/20/1998,OMEGA X,South Korea,0,0,,M
Jehyun,Moon Jehyun,4/20/1999,OMEGA X,South Korea,0,0,,M
Junghoon,Lee Junghoon,7/4/2000,1TEAM,South Korea,0,0,,M
Seungwoo,Han Seungwoo,12/24/1994,VICTON,South Korea,0,0,,M
Seungsik,Kang Seungsik,4/16/1995,VICTON,South Korea,0,0,,M
Heo Chan,Heo Chan,12/14/1995,,South Korea,0,0,,M
Sejun,Lim Sejun,5/4/1996,VICTON,South Korea,0,0,,M
Hanse,Do Hanse,9/25/1997,VICTON,South Korea,0,0,,M
Byungchan,Choi Byungchan,11/12/1997,VICTON,South Korea,0,0,,M
Subin,Jung Subin,4/5/1999,VICTON,South Korea,0,0,,M
E.sol,Jeon Jaehyuk,9/17/1992,14U,South Korea,0,0,,M
Luha,Lee Gyeonghun,2/15/1993,14U,South Korea,0,0,,M
Gohyeon,Go Hyeon,10/1/1994,14U,South Korea,0,0,,M
B.S,Lee Youngsoo,4/14/1995,14U,South Korea,0,0,,M
Loudi,Won Jihoon,4/13/1996,14U,Indonesia,0,0,,M
Eunjae,Kwak Eunjae,5/2/1996,14U,South Korea,0,0,,M
Woojoo,Kim Sangyoon,9/18/1996,14U,South Korea,0,0,,M
Dohyuk,Kim Dohyuk,1/16/1998,14U,South Korea,0,0,,M
Hyunwoong,Kim Hyunwoong,2/8/1998,14U,South Korea,0,0,,M
Sejin,Lee Sejin,7/22/1999,14U,South Korea,0,0,,M
Youngwoong,Cho Youngwoon,5/1/1999,14U,South Korea,0,0,,M
Rio,Son Gwanghyuk,7/16/1999,14U,South Korea,0,0,,M
Gyeongtae,Kwon Gyeongtae,7/23/2000,14U,South Korea,0,0,,M
Gun,Kwak Gun,9/29/2001,14U,South Korea,0,0,,M
Seungjun,Ji Seungjun,9/15/1998,Astin,South Korea,0,0,,M
Jingyu,Lee Jingyu,4/22/1998,Astin,South Korea,0,0,,M
Hongil,Yoon Hongil,1/11/1999,Astin,South Korea,0,0,,M
Junghun,Jang Junghun,2/27/1999,Astin,South Korea,0,0,,M
Yeram,Yang Yeram,3/31/2000,Astin,South Korea,0,0,,M
Mir,Lee Yoonsang,3/6/2000,Astin,South Korea,0,0,,M
Hyeongseok,Chu Hyeongseok,9/13/2000,Astin,South Korea,0,0,,M
Hyunsuk,Choi Hyunsuk,4/21/1999,Treasure,South Korea,0,0,Daegu,M
Jihoon,Park Jihoon,3/14/2000,Treasure,South Korea,0,0,Busan,M
Yoshi,Kanemoto Yoshinori,5/15/2000,Treasure,Japan,179,59,Kobe,M
Junkyu,Kim Junkyu,9/9/2000,Treasure,South Korea,0,0,,M
Yoonbin,Ha Yoonbin,12/11/2000,,South Korea,0,0,,M
Mashiho,Takata Mashiho,3/25/2001,Treasure,Japan,0,0,,M
Jaehyuk,Yoon Jaehyuk,7/23/2001,Treasure,South Korea,0,0,,M
Asahi,Hanada Asahi,8/20/2001,Treasure,Japan,0,0,,M
Yedam,Bang Yedam,5/7/2002,Treasure,South Korea,0,0,,M
Doyoung,Kim Doyoung,12/4/2003,Treasure,South Korea,0,0,,M
Haruto,Watanabe Haruto,4/5/2004,Treasure,Japan,0,0,,M
Jeongwoo,Park Jeongwoo,9/28/2004,Treasure,South Korea,0,0,,M
Hyunjun,Lee Hyunjun,12/21/1999,IZ,South Korea,0,0,,M
Jihoo,Lim Soojung,8/5/1998,IZ,South Korea,0,0,,M
Woosu,Kim Minseok,11/23/1999,IZ,South Korea,0,0,,M
Junyoung,Lee Junyoung,9/23/2000,IZ,South Korea,0,0,,M
Minjae,Jo Minjae,8/8/1994,Spectrum,South Korea,0,0,,M
Dongkyu,Moon Dongkyu,11/16/1992,Spectrum,South Korea,0,0,,M
Jaehan,Kim Jaehan,7/1/1995,OMEGA X,South Korea,0,0,,M
Hwarang,Park Jonghan,12/5/1995,Spectrum,South Korea,0,0,,M
Villain,Lee Seunghyun,7/17/1998,Spectrum,South Korea,0,0,,M
Eunjun,Choi Eunjun,8/6/1999,Spectrum,South Korea,0,0,,M
Hyunji,Kim Hyunji,6/30/1992,Hashtag,South Korea,165,0,,F
Sua,Yang Sua,3/24/1995,Hashtag,South Korea,169,0,Gwangju,F
Dajeong,Kim Dajeong,8/8/1995,Hashtag,South Korea,170,0,Gwangju,F
Seungmin,Lee Seungmin,2/3/1996,Hashtag,South Korea,162,0,,F
Subin,Oh Subin,9/30/1998,Hashtag,South Korea,172,0,,F
Sojin,Hong Sojin,9/24/1999,Hashtag,South Korea,163,0,,F
Aeji,Kwon Aeji,10/25/1999,Hashtag,South Korea,163,0,Daegu,F
Yiyeon,Jung Dasol,5/28/1995,BVNDIT,South Korea,0,0,,F
Songhee,Yoon Songhee,11/8/1998,BVNDIT,South Korea,0,0,,F
Jungwoo,Uhm Jungwoo,4/2/1999,BVNDIT,South Korea,0,0,,F
Simyeong,Lee Simyeong,5/27/1999,BVNDIT,South Korea,0,0,,F
Seungeun,Shim Seungeun,12/27/2000,BVNDIT,South Korea,0,0,,F
Laon,Shin Kyuhyun,12/19/1995,ENOi,South Korea,177,60,,M
Dojin,Jeon Yongtae,3/7/1997,ENOi,South Korea,181,61,,M
Hamin,Jo Hamin,10/24/1997,ENOi,South Korea,183,65,,M
Donghyuk,Park Donghyuk,12/18/1999,BLANK2Y,South Korea,178,61,,M
Kevin,Park Jinwoo,1/12/2000,OMEGA X,South Korea,167,51,,M
Junghoon,Han Jeonghoon,2/14/2000,OMEGA X,South Korea,177,61,,M
Hyuk,Yang Hyuk,3/15/2000,OMEGA X,South Korea,183,67,,M
Ji Hansol,Ji Hansol,11/21/1994,Newkidd,South Korea,182,63,Busan,M
Choi Jiann,Choi Jaewoo,9/30/1997,Newkidd,South Korea,175,0,,M
Jinkwon,Kim Jinkwon,1/31/2001,Newkidd,South Korea,0,0,,M
Yunmin,Yun Min,2/26/2001,Newkidd,South Korea,0,0,,M
Hwi,Jo Mingyu,9/26/2002,Newkidd,South Korea,0,0,,M
Woochul,Shin Woochul,10/2/2002,Newkidd,South Korea,0,0,,M
Seungchan,Kang Seungchan,1/1/2003,Newkidd,South Korea,0,0,,M
Cheongeum,Jang Cheongeum,6/19/1996,Ho1iday,South Korea,0,0,,F
Saebyeok,Shim Jaeyoung,11/9/1996,Ho1iday,South Korea,0,0,,F
Heejoo,Jeon Heejoo,11/30/1996,Ho1iday,South Korea,0,0,,F
Haru,Lee Yoojeong,2/26/1997,Ho1iday,South Korea,164,0,,F
Dany,Jeon Eunji,1/20/1998,Ho1iday,South Korea,0,0,,F
BX,Lee Byounggon,3/5/1998,CIX,South Korea,180,61,Incheon,M
Seunghun,Kim Seunghun,2/26/1999,CIX,South Korea,181,69,,M
Yonghee,Kim Yonghee,2/17/2000,CIX,South Korea,177,59,,M
Hyunsuk,Yoon Hyunsuk,9/8/2001,CIX,South Korea,188,0,,M
Jeon Woong,Jeon Woong,10/15/1997,AB6IX,South Korea,173,0,,M
Seoham,Park Seoham,10/28/1993,KNK,South Korea,190,70,,M
Dongwon,Lee Dongwon,1/1/1994,KNK,South Korea,184,0,,M
Inseong,Jeong Inseong,7/1/1994,KNK,South Korea,183,71,,M
Jihun,Kim Jihun,2/20/1995,KNK,South Korea,186,73,,M
Heejun,Oh Heejun,5/8/1996,KNK,South Korea,180,61,,M
Jiahn,Yoo Jiahn,4/1/1992,IN2IT,South Korea,176,57,,M
Yeontae,Jeong Yeontae,7/6/1992,IN2IT,South Korea,178,58,,M
Inho,Hwang Inho,6/21/1993,IN2IT,South Korea,177,58,,M
Hyunuk,Han Hyunuk,9/26/1994,IN2IT,South Korea,179,63,,M
Isaac,Voo Isaak,12/12/1994,IN2IT,Malaysia,176,56,,M
Inpyo,Lee Inpyo,8/14/1995,IN2IT,South Korea,182,66,,M
Sunghyun,Kim Sunghyun,3/16/1996,IN2IT,South Korea,186,71,,M
Moonvok,Jang Moonvok,4/11/1995,Limitless,South Korea,168,48,,M
Hwichan,Lee Heechan,4/18/1996,Limitless,South Korea,0,0,,M
A.M,Seong Hyunwoo,12/31/1996,Limitless,South Korea,181,62,,M
Heeseok,Yun Heeseok,6/10/1997,Limitless,South Korea,180,61,,M
Yoonji,,7/21/1998,Lusty,South Korea,163,45,,F
Harin,,11/21/1995,Lusty,South Korea,160,43,Seoul,F
Jinhui,,11/21/1996,Lusty,South Korea,160,42,Seongnam,F
Isol,,5/1/1997,Lusty,South Korea,166,48,Seoul,F
Yeryung,,6/22/2002,Lusty,South Korea,169,49,Busan,F
Eson,Kim Jungmin,12/28/1996,We In The Zone,South Korea,177,63,Honolulu,M
Jooan,Im Jimyoung,10/4/1996,We In The Zone,South Korea,173,58,Dongtan,M
Kyeongheon,Yoon Kyeongheon,1/6/1998,We In The Zone,South Korea,175,60,Suncheon,M
Min,Lee Mincheon,10/16/1997,We In The Zone,South Korea,171,50,Seoul,M
Shihyun,Kim Shihyun,5/6/1998,We In The Zone,South Korea,0,0,Changwon,M
Yixuan,Zhou Yixuan,12/11/1990,UNIQ,China,183,65,,M
Sungjoo,Kim Sungjoo,2/16/1994,UNIQ,South Korea,180,65,,M
Wenhan,Li Wenhan,7/22/1994,UNIQ,China,180,64,,M
Seungyoon,Cho Seungyoon,8/5/1996,UNIQ,South Korea,183,68,,M
Yibo,Wang Yibo,8/5/1997,UNIQ,China,182,65,,M
Yohan,Kim Yohan,9/22/1999,WEi,South Korea,181,66,,M
Junho,Cha Junho,7/9/2002,DRIPPIN,South Korea,178,63,,M
Dongpyo,Son Dongpyo,9/9/2002,Mirae,South Korea,166,48,,M
Minhee,Kang Minhee,9/17/2002,CRAVITY,South Korea,185,58,,M
Eunsang,Lee Eunsang,10/26/2002,YOUNITE,South Korea,180,58,,M
Hyeongjun,Song Hyeongjun,11/30/2002,CRAVITY,South Korea,174,55,,M
Dohyon,Nam Dohyon,11/10/2004,BAE173,South Korea,180,62,,M
Juri,Takahashi Juri,10/3/1997,Rocket Punch,Japan,160,44,,F
Yeonhee,Kim Yeonhee,12/6/2000,Rocket Punch,South Korea,161,0,,F
Suyun,Kim Suyun,3/17/2001,Rocket Punch,South Korea,169,52,,F
Yunkyung,Seo Yunkyung,11/1/2001,Rocket Punch,South Korea,161,0,,F
Sohee,Kim Sohee,8/14/2003,Rocket Punch,South Korea,161,46,,F
Dahyun,Jeong Dahyun,4/29/2005,Rocket Punch,South Korea,160,0,,F
Yeseo,Kang Yeseo,8/22/2005,Kep1er,South Korea,157,0,,F
Wondae,Seol Wondae,4/28/1998,Dongkiz,South Korea,180,63,,M
Kyungyoon,Lee Kyungyoon,2/21/2000,Dongkiz,South Korea,177,58,,M
Munik,Jang Moonik,3/20/2001,Dongkiz,South Korea,173,50,,M
Jaechan,Park Jaechan,12/6/2001,Dongkiz,South Korea,177,58,,M
Jonghyeong,Kim Jonghyeong,4/13/2002,Dongkiz,South Korea,178,65,,M
Yonggeun,Jo Yonggeun,1/23/1995,D1CE,South Korea,174,54,,M
Hyunsoo,Kim Hyunsoo,4/12/1995,D1CE,South Korea,176,60,,M
Yoojun,Jun Yoojun,7/26/1995,D1CE,South Korea,0,0,,M
Woodam,Park Woodam,8/2/1995,D1CE,South Korea,173,0,,M
Jinyoung,Woo Jinyoung,5/31/1997,D1CE,South Korea,170,51,,M
Taedong,Kim Taedong,11/7/1997,OMEGA X,South Korea,177,61,,M
Yehyeon,Kim Yehyeon,9/12/1999,GIDONGDAE,South Korea,176,63,,M
Wonjin,Won Jin,1/1/2003,GIDONGDAE,South Korea,0,0,,M
Youngho,Noh Youngho,3/24/1993,SIGNAL,South Korea,0,0,,M
Gihwan,Kim Gihwan,11/24/1993,SIGNAL,South Korea,0,0,,M
Kyuhwan,Lee Kyuhwan,9/18/1994,SIGNAL,South Korea,0,0,,M
Bokeun,Kim Bokeun,10/12/1994,SIGNAL,South Korea,0,0,,M
Aini,Kim Heejung,7/13/1991,,South Korea,163,44,,F
Seea,Kang Eunyoung,8/21/1994,Pink Fantasy,South Korea,160,43,,F
Yechan,Kim Yechan,11/26/1995,Pink Fantasy,South Korea,159,45,,F
Daewang Nim,Daewang Nim,4/8/1996,Pink Fantasy,South Korea,162,49,,F
Sanga,Lee Sanga,8/5/1999,,South Korea,165,0,,F
Yubin,Cho Yubin,10/9/1999,,South Korea,156,40,,F
Harin,Park Guenhye,5/26/2000,Pink Fantasy,South Korea,164,48,,F
Arang,Park Yerim,1/22/2001,Pink Fantasy,South Korea,167,49,,F
Heesun,Park Heesun,1/25/2005,Pink Fantasy,South Korea,162,45,,F
Lina,Oh Sejin,7/27/1997,ANS,South Korea,0,0,,F
Royeon,Jeon Hyunjoo,2/20/1998,ANS,South Korea,0,0,,F
Dalyn,Lee Sohyun,8/27/1999,ANS,South Korea,0,0,,F
Raon,Lee Seoyoung,1/21/2000,ANS,South Korea,0,0,,F
Bian,Yu Jiwon,2/13/2001,MAJORS,South Korea,0,0,,F
Dami,Hong Dayoung,6/7/2001,ANS,South Korea,0,0,,F
Doi,Kim Doi,4/12/1994,FANATICS,South Korea,170,0,,F
Sika,Ren Shika,8/22/1995,,China,165,0,,F
Chaelin,Lee Chaelin,10/20/1999,FANATICS,South Korea,162,47,,F
Chiayi,Li Chiayi,1/22/2000,FANATICS,Taiwan,164,0,,F
Yoonhye,Jung Yoonhye,10/4/2001,FANATICS,South Korea,173,0,,F
Doah,Kim Doah,12/4/2003,FANATICS,South Korea,163,42,,F
Loha,Kang Yejin,12/27/2001,Nature,South Korea,171,0,,F
Yunji,Kim Yunji,8/26/1996,ARIAZ,South Korea,0,0,,F
Dawon,Lee Dawon,12/2/1996,ARIAZ,South Korea,0,0,,F
Sihyeon,Kang Sihyeon,7/15/1998,ARIAZ,South Korea,0,0,,F
Yeori,Choi Yeori,9/8/1999,ARIAZ,South Korea,0,0,,F
Hyogyeong,Jang Hyogyeong,11/15/1999,ARIAZ,South Korea,0,0,,F
Jueun,Jo Jueun,1/27/2001,ARIAZ,South Korea,0,0,,F
Yurim,Park Yurim,4/13/1998,3YE,South Korea,164,0,,F
Yuji,Son Yuji,11/25/1998,3YE,South Korea,160,45,,F
Haeun,Yoon Haeun,3/12/1999,3YE,South Korea,163,0,,F
Kain,Bang Junho,3/25/1997,ARGON,South Korea,178,0,,M
Haneul,Lee Haneul,6/3/1996,ARGON,South Korea,175,0,,M
Roel,Kim Sunho,2/13/1997,ARGON,South Korea,0,0,,M
Yeoun,Lee Kyeongbin,9/3/1997,ARGON,South Korea,0,0,,M
Gon,Kim Seongjung,11/13/1998,ARGON,South Korea,0,0,,M
Jaeun,Ha Jaeun,9/28/1999,ARGON,South Korea,0,0,,M
J,Lee Yeji,2/12/1998,ANS,South Korea,0,0,,F
Haena,Jeon Eunbi,2/19/2002,ANS,South Korea,0,0,,F
Kiara,Baek Jinjoo,8/20/1998,,South Korea,0,0,,F
Semi,Gu Semi,4/10/2002,Cignature,South Korea,166,46,,F
Seline,Jung Yeonjeong,6/20/2000,Cignature,South Korea,0,0,,F
Bada,Kim Bada,5/28/2002,Hinapia,South Korea,162,49,,F
Kookheon,Kim Kookheon,4/15/1997,B.O.Y,South Korea,0,0,,M
Yuvin,Song Yuvin,4/28/1998,B.O.Y,South Korea,0,0,,M
Kim Yoon,Kim Seongsu,2/17/1994,DUSTIN,South Korea,183,65,,M
Siu,Hwang Inseok,5/19/1995,DUSTIN,South Korea,0,0,,M
Daon,Ahn Seonil,12/10/2000,DUSTIN,South Korea,0,0,,M
Seunghan,Lee Seunghan,2/22/1996,DUSTIN,South Korea,0,0,,M
Hwani,Jo Sihyeon,11/16/1994,DUSTIN,South Korea,0,0,,M
JJ,Jun Jihyeok,12/11/1998,DUSTIN,South Korea,0,0,,M
BEL,Choi Sunghoon,5/21/2000,DUSTIN,South Korea,0,0,,M
AleXa,Kim Seri,12/6/1996,,USA,0,0,,F
Love,Park Jisung,1/17/1994,,South Korea,0,0,,M
KB,Shin Kyubin,4/23/1994,OnlyOneOf,South Korea,0,0,,M
Junji,Kim Junhyung,4/6/1998,OnlyOneOf,South Korea,0,0,,M
Yoojung,Lee Taeyeop,5/19/1997,OnlyOneOf,South Korea,0,0,,M
Rie,Lee Seungho,11/6/1996,OnlyOneOf,South Korea,0,0,,M
Mill,Lee Yongsoo,3/30/1999,OnlyOneOf,South Korea,0,0,,M
Nine,Jung Wookjin,12/13/1999,OnlyOneOf,South Korea,0,0,,M
Della,Park Sehyun,9/3/1995,Rockit Girl,South Korea,0,0,,F
Han Leeseul,Han Jiyoon,2/12/2000,Rockit Girl,South Korea,0,0,,F
Castle J,Son Sangjoon,5/31/1999,MCND,South Korea,0,0,,M
Bic,Nam Seungmin,4/25/2001,MCND,South Korea,0,0,,M
Minjae,Song Minjae,8/23/2003,MCND,South Korea,0,0,,M
Huijun,Noh Huijun,10/7/2003,MCND,South Korea,0,0,,M
Win,Bang Junhyuk,12/19/2004,MCND,South Korea,0,0,,M
Changgyu,Song Changgyu,7/6/1993,UNVS,South Korea,0,0,,M
YY,Kim Moonyong,8/30/1991,UNVS,South Korea,0,0,,M
Jen,Kim Yehyeon,3/27/1997,UNVS,South Korea,0,0,,M
Jun H.,Im Joonhyun,8/28/1991,UNVS,South Korea,0,0,,M
Eunho,Shin Donggeun,9/10/1992,UNVS,South Korea,0,0,,M
Jinwoo,Lee Jinwoo,9/13/2004,Ghost9,South Korea,176,57,,M
Taesung,Lee Taesung,12/19/2003,,South Korea,184,64,,M
Woojin,Lee Woojin,4/7/2003,Ghost9,South Korea,178,65,,M
Serim,Park Serim,3/3/1999,CRAVITY,South Korea,0,0,,M
Allen,Allen Ma,4/26/1999,CRAVITY,USA,0,0,,M
Jungmo,Koo Jungmo,2/5/2000,CRAVITY,South Korea,181,58,,M
Woobin,Seo Woobin,10/16/2000,CRAVITY,South Korea,0,0,,M
Wonjin,Ham Wonjin,3/22/2001,CRAVITY,South Korea,174,57,,M
BIBI,Kim Hyungseo,9/27/1998,,South Korea,0,0,,F
Taeyoung,Kim Taeyoung,1/27/2003,CRAVITY,South Korea,0,0,,M
Seongmin,Ahn Seongmin,8/1/2003,CRAVITY,South Korea,0,0,,M
Chihoon,Choi Chihoon,4/27/1999,TOO,South Korea,0,0,,M
Donggeon,Song Donggeon,7/15/1999,TOO,South Korea,0,0,,M
Chan,Jo Chanhyuk,12/8/1999,TOO,South Korea,0,0,,M
Jisu,Choi Jisu,1/19/2000,TOO,South Korea,0,0,,M
Minsu,Kim Minsu,3/20/2000,TOO,South Korea,0,0,,M
Jaeyun,Lee Jaeyun,8/16/2000,TOO,South Korea,0,0,,M
J.YOU,Kim Jaeyu,11/2/2000,TOO,South Korea,0,0,,M
Kyungho,Jang Kyungho,5/7/2001,TOO,South Korea,0,0,,M
Jerome,Oh Sungmin,8/25/2001,TOO,South Korea,0,0,,M
Woonggi,Cha Woonggi,4/23/2002,TOO,South Korea,0,0,,M
Woo-ah,Kim Chaewon,6/20/1997,CRAXY,South Korea,0,0,,F
Karin,Baek Yerin,4/23/2000,CRAXY,South Korea,0,0,,F
Hyejin,Kang Hyejin,7/13/2000,CRAXY,South Korea,0,0,,F
Swan,Kim Suan,12/28/2000,CRAXY,South Korea,0,0,,F
ChaeY,Song Chaeyeon,1/6/2003,CRAXY,South Korea,0,0,,F
Lina,Oh Hyesoo,5/23/1997,RedSquare,South Korea,0,0,,F
Nana,Kwon Nayeon,3/9/2001,woo!ah!,South Korea,0,0,,F
Wooyeon,Park Jinkyung,2/11/2003,woo!ah!,South Korea,0,0,,F
Sora,Sakata Sora,8/30/2003,woo!ah!,Japan,0,0,,F
Lucy,Kim Daeun,4/9/2004,woo!ah!,South Korea,0,0,,F
Minseo,Kim Minseo,8/12/2004,woo!ah!,South Korea,0,0,,F
Songyee,Park Songyee,9/25/2004,,South Korea,0,0,,F
Lea,Ogawa Mizuki,8/12/1995,SECRET NUMBER,Japan,169,0,Tokyo,F
Dita,Dita Karang,12/25/1996,SECRET NUMBER,Indonesia,0,0,Yogyakarta,F
Jinny,Park Jinhee,1/19/1998,SECRET NUMBER,South Korea,0,0,California,F
Soodam,Lee Soodam,11/9/1999,SECRET NUMBER,South Korea,0,0,,F
Denise,Kim Denise,1/11/2001,SECRET NUMBER,South Korea,0,0,,F
Soojin,Lee Soojin,12/12/2001,Weeekly,South Korea,165,0,,F
Jiyoon,Shin Jiyoon,3/2/2002,,South Korea,0,0,,F
Monday,Kim Jimin,5/10/2002,Weeekly,South Korea,172,0,,F
Soeun,Park Soeun,10/26/2002,Weeekly,South Korea,168,0,,F
Jaehee,Lee Jaehee,3/18/2004,Weeekly,South Korea,166,0,,F
Jihan,Han Jihyo,7/12/2004,Weeekly,South Korea,0,0,,F
Zoa,Cho Hyewon,5/31/2005,Weeekly,South Korea,170,0,,F
Seokhwa,Kang Seokhwa,12/1/2000,WEi,South Korea,172,56,,M
Areum,Kim Daun,1/31/1998,AREAL,South Korea,0,0,,F
Hyebin,Kim Hyebin,3/29/1997,AREAL,South Korea,0,0,,F
Segye,Shin Segye,8/19/1998,AREAL,South Korea,0,0,,F
Dabi,Park Jiwon,1/19/2000,AREAL,South Korea,0,0,,F
Eyedi,Nam Yujin,12/8/1995,,South Korea,0,0,,F
Rano,Byun Yongseop,12/10/1998,E'LAST,South Korea,175,60,,M
Won Hyuk,Won Hyuk,2/22/2002,E'LAST,South Korea,181,63,,M
Wonjun,Lee Wonjun,3/8/2002,E'LAST,South Korea,0,0,,M
Choi In,Choi In,2/11/1996,E'LAST,South Korea,170,50,,M
Seungyeop,Choi Seungyeop,5/8/1997,E'LAST,South Korea,176,60,,M
Baekgyeul,Baek Sunwoo,12/1/1999,E'LAST,South Korea,180,61,,M
Romin,Choi Youngmin,4/24/2001,E'LAST,South Korea,179,58,,M
Yejun,Oh Yejun,8/23/2002,E'LAST,South Korea,178,58,,M
Minho,Lee Minho,9/4/1995,MY.st,South Korea,0,0,,M
Juntae,Kim Juntae,9/4/1995,MY.st,South Korea,0,0,,M
Woncheol,Jung Woncheol,1/12/1996,MY.st,South Korea,0,0,,M
Woojin,Lee Woojin,11/22/1996,MY.st,South Korea,0,0,,M
Keonwoo,Kim Keonwoo,12/17/1996,MY.st,South Korea,0,0,,M
Haneul,Choi Haneul,11/28/2000,Saturday,South Korea,158,43,,F
Juyeon,Lee Juyeon,11/6/2001,Saturday,South Korea,164,44,,F
Yuki,Lim Jiyeon,1/30/2002,Saturday,South Korea,161,44,,F
Ayeon,Son Minji,9/29/2002,Saturday,South Korea,162,47,,F
Minseo,Park Minseo,3/21/2003,Saturday,South Korea,163,45,,F
Jieun,Park Jieun,9/4/1997,Purple Kiss,South Korea,166,49,,F
Goeun,Na Goeun,9/3/1999,Purple Kiss,South Korea,160,44,,F
Dosie,Jang Eunseung,2/11/2000,Purple Kiss,South Korea,0,0,,F
Ireh,Cho Seoyoung,4/30/2002,Purple Kiss,South Korea,0,0,,F
Yuki,Mori Koyuki,11/6/2002,Purple Kiss,Japan,0,0,,F
Chaein,Lee Chaeyoung,12/5/2002,Purple Kiss,South Korea,0,0,,F
Swan,Park Soojin,7/11/2003,Purple Kiss,South Korea,0,0,,F
EunB,Shin Eunbi,9/17/2000,Maka Maka,South Korea,0,0,,F
Heesu,Kim Heesu,3/24/1998,Maka Maka,South Korea,0,0,,F
Daseul,Yang Daseul,9/14/2000,Maka Maka,South Korea,0,0,,F
Chaewon,Lee Chaewon,3/18/2000,Maka Maka,South Korea,0,0,,F
Dia,Kwak Minnyeong,9/3/1999,Maka Maka,South Korea,0,0,,F
Junghwan,So Junghwan,2/18/2005,Treasure,South Korea,0,0,,M
Lee Hyeop,Lee Hyeop,8/13/1999,DRIPPIN,South Korea,177,57,,M
Yunseong,Hwang Yunseong,10/30/2000,DRIPPIN,South Korea,181,60,,M
Changuk,Joo Changuk,7/25/2001,DRIPPIN,South Korea,184,59,,M
Dongyun,Kim Dongyun,2/18/2002,DRIPPIN,South Korea,177,61,,M
Minseo,Kim Minseo,5/13/2002,DRIPPIN,South Korea,177,53,,M
Alex,Alexander Schmidt Lee,10/6/2004,DRIPPIN,Germany,180,0,,M
Dongjun,Hwang Dongjun,9/7/1999,,South Korea,0,0,,M
Junhyung,Son Junhyung,10/21/2000,Ghost9,South Korea,0,0,,M
Kangsung,Lee Kangsung,8/8/2002,Ghost9,South Korea,0,0,,M
Junseong,Choi Junseong,9/29/2002,Ghost9,South Korea,170,55,,M
Prince,Pasidh Vataniyapromote,1/10/2003,Ghost9,Thailand,0,0,,M
Keeho,Yoon Kiho,9/27/2001,P1Harmony,Canada,0,0,,M
Jiung,Choi Jiwoong,10/7/2001,P1Harmony,South Korea,0,0,,M
Intak,Hwang Intak,8/31/2003,P1Harmony,South Korea,0,0,,M
Soul,Haku Shota,2/1/2005,P1Harmony,Japan,0,0,,M
Jongseob,Kim Jongseob,11/19/2005,P1Harmony,South Korea,173,0,,M
Jungwon,Yang Jungwon,2/9/2004,ENHYPEN,South Korea,0,0,,M
Jay,Park Jongsung,4/20/2002,ENHYPEN,South Korea,0,0,,M
Jake,Shim Jaeyoon,11/15/2002,ENHYPEN,South Korea,0,0,,M
